po_number,po_date,po_source,vendor_name,po_zoho_id,db_po_total,zoho_po_total,shipping_amount,tax_amount,handling_amount,total_charges,bill_count,bill_id,bill_number,bill_status,bill_subtotal,bill_adjustment,bill_adjustment_desc,bill_total,total_diff,classification,notes
61595693,2026-04-01,UNKNOWN,Goodwill,5623409000002005408,156.41,156.41,0.00,0.00,0.00,0.00,1,5623409000002005448,61595693,paid,103.55,52.86,Shipping Fee + Tax + Handling Fee,156.41,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=52.86"
61595628,2026-04-01,UNKNOWN,Goodwill,5623409000002004010,130.22,130.22,0.00,0.00,0.00,0.00,1,5623409000002363661,61595628,overdue,103.66,26.56,Shipping Fee + Tax + Handling Fee,130.22,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=26.56"
61462717,2026-03-26,UNKNOWN,Goodwill,5623409000001988454,35.95,35.95,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
25-14423-78556,2026-04-01,UNKNOWN,keitaro,5623409000001988440,104.52,104.52,0.00,0.00,0.00,0.00,1,5623409000002363637,25-14423-78556,overdue,99.00,5.52,Shipping Fee + Tax + Handling Fee,104.52,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=5.52"
03-14459-32485,2026-04-02,UNKNOWN,monachus91,5623409000001988426,278.42,278.42,0.00,0.00,0.00,0.00,1,5623409000002005643,03-14459-32485,paid,265.00,13.42,Shipping Fee + Tax + Handling Fee,278.42,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=13.42"
10-14448-98502,2026-04-02,UNKNOWN,retailresaledirect,5623409000001983168,79.98,79.98,0.00,0.00,0.00,0.00,1,5623409000001982242,10-14448-98502,paid,64.99,14.99,Shipping Fee + Tax + Handling Fee,79.98,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=14.99"
14-14443-38267,2026-04-02,UNKNOWN,goodwillsocalshop,5623409000001985107,57.99,57.99,0.00,0.00,0.00,0.00,1,5623409000002007277,14-14443-38267,paid,49.99,8.00,Shipping Fee + Tax + Handling Fee,57.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=8.00"
18-14433-98192,2026-04-01,UNKNOWN,pbtoast29,5623409000001988404,72.55,72.55,0.00,0.00,0.00,0.00,1,5623409000002363613,18-14433-98192,overdue,50.00,22.55,Shipping Fee + Tax + Handling Fee,72.55,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=22.55"
61374025,2026-03-23,UNKNOWN,Goodwill,5623409000001988001,31.30,31.30,0.00,0.00,0.00,0.00,1,5623409000001994020,61374025,overdue,16.00,15.30,Shipping Fee + Tax + Handling Fee,31.30,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.30"
113-3447521-5217028,2026-03-20,UNKNOWN,KTC GLOBAL,5623409000001983020,8.81,8.81,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
17-14435-40612,2026-04-01,UNKNOWN,greensale99,5623409000001978186,390.43,390.43,0.00,0.00,0.00,0.00,1,5623409000002323305,17-14435-40612,overdue,280.16,110.27,Shipping Fee + Tax + Handling Fee,390.43,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=110.27"
61358260,2026-03-22,UNKNOWN,Goodwill,5623409000001978162,50.10,50.10,0.00,0.00,0.00,0.00,1,5623409000002431159,61358260,overdue,29.99,0.00,,29.99,-20.11,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 20.11 (partial receive/billing or vendor credit)
19-14431-47596,2026-04-01,UNKNOWN,jjvedder,5623409000001967644,44.49,44.49,0.00,0.00,0.00,0.00,1,5623409000002363566,19-14431-47596,overdue,32.99,11.50,Shipping Fee + Tax + Handling Fee,44.49,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=11.50"
10-14444-31114,2026-04-01,UNKNOWN,slot_4105,5623409000001959530,62.85,62.85,0.00,0.00,0.00,0.00,1,5623409000002520159,10-14444-31114,overdue,54.95,7.90,Shipping Fee + Tax + Handling Fee,62.85,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=7.90"
11-14443-68061,2026-04-01,UNKNOWN,texomaconnection,5623409000001958700,101.77,101.77,0.00,0.00,0.00,0.00,1,5623409000001986348,11-14443-68061,paid,75.00,26.77,Shipping Fee + Tax + Handling Fee,101.77,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=26.77"
14-14368-44281,2026-03-16,UNKNOWN,disanta-9,5623409000001968221,80.77,80.77,0.00,0.00,0.00,0.00,1,5623409000002423878,14-14368-44281,overdue,75.00,0.00,,75.00,-5.77,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 5.77 (partial receive/billing or vendor credit)
16-14437-64543,2026-04-01,UNKNOWN,sc_sales-1,5623409000001957880,80.63,80.63,0.00,0.00,0.00,0.00,1,5623409000001986045,16-14437-64543,paid,67.91,12.72,Shipping Fee + Tax + Handling Fee,80.63,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.72"
61446911,2026-03-26,UNKNOWN,Goodwill,5623409000001967314,63.00,63.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61427666,2026-03-25,UNKNOWN,Goodwill,5623409000001961839,280.97,280.97,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61476539,2026-03-27,UNKNOWN,Goodwill,5623409000001961825,30.74,30.74,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61475109,2026-03-27,UNKNOWN,Goodwill,5623409000001961793,82.16,82.16,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61474984,2026-03-27,UNKNOWN,Goodwill,5623409000001958245,36.04,36.04,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61474994,2026-03-27,UNKNOWN,Goodwill,5623409000001957469,28.68,28.68,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61475134,2026-03-27,UNKNOWN,Goodwill,5623409000001961731,27.74,27.74,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61476620,2026-03-27,UNKNOWN,Goodwill,5623409000001961717,44.34,44.34,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
14-14409-09139,2026-03-25,UNKNOWN,storage_hanter_2609,5623409000001961634,12.38,12.38,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
23-14421-28722,2026-03-31,UNKNOWN,barfoot89,5623409000001961436,315.00,315.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
01-14455-24575,2026-03-31,UNKNOWN,gunnin,5623409000001958097,415.00,415.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
25-14418-34986,2026-03-31,UNKNOWN,bryre3235,5623409000001960093,52.33,52.33,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
04-14448-90270,2026-03-31,UNKNOWN,passat-3,5623409000001957093,54.95,54.95,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61373974,2026-03-23,UNKNOWN,Goodwill,5623409000001961056,44.40,44.40,0.00,0.00,0.00,0.00,1,5623409000001961088,61373974,overdue,30.00,14.40,Shipping Fee + Tax + Handling Fee,44.40,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=14.40"
26-14417-16901,2026-03-31,UNKNOWN,2nd_hand_trends,5623409000001961042,29.74,29.74,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
02-14453-70476,2026-03-31,UNKNOWN,tech-world43228,5623409000001960015,107.99,107.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
27-14417-23323,2026-03-31,UNKNOWN,lifelong_123,5623409000001960001,69.50,69.50,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
13-14437-66345,2026-03-31,UNKNOWN,andreadee,5623409000001956441,88.86,88.86,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61476527,2026-03-27,UNKNOWN,Goodwill,5623409000001948456,85.79,85.79,0.00,0.00,0.00,0.00,1,5623409000002430390,61476527,overdue,61.00,0.00,,61.00,-24.79,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 24.79 (partial receive/billing or vendor credit)
61342434,2026-03-21,UNKNOWN,Goodwill,5623409000001945414,249.56,249.56,0.00,0.00,0.00,0.00,1,5623409000001960364,61342434,paid,205.00,44.56,Shipping Fee + Tax + Handling Fee,249.56,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=44.56"
61370702,2026-03-23,UNKNOWN,Goodwill,5623409000001935197,40.92,40.92,0.00,0.00,0.00,0.00,1,5623409000002432167,61370702,overdue,26.00,0.00,,26.00,-14.92,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 14.92 (partial receive/billing or vendor credit)
61373371,2026-03-23,UNKNOWN,Goodwill,5623409000001935183,47.82,47.82,0.00,0.00,0.00,0.00,1,5623409000002432212,61373371,overdue,28.00,0.00,,28.00,-19.82,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 19.82 (partial receive/billing or vendor credit)
61342201,2026-03-21,UNKNOWN,Goodwill,5623409000001937264,31.50,31.50,0.00,0.00,0.00,0.00,1,5623409000002425953,61342201,overdue,9.99,0.00,,9.99,-21.51,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 21.51 (partial receive/billing or vendor credit)
61342322,2026-03-21,UNKNOWN,Goodwill,5623409000001941874,40.55,40.55,0.00,0.00,0.00,0.00,1,5623409000002431134,61342322,overdue,14.99,0.00,,14.99,-25.56,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 25.56 (partial receive/billing or vendor credit)
24-14431-51319,2026-03-30,UNKNOWN,all_smiles7,5623409000001941066,80.74,80.74,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
27-14411-51185,2026-03-30,UNKNOWN,holterscolter,5623409000001935027,49.99,49.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
23-14416-42294,2026-03-30,UNKNOWN,tree_line_treasure,5623409000001935013,70.00,70.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
01-14448-86217,2026-03-30,UNKNOWN,chribla_5706,5623409000001941052,76.98,76.98,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
13-14431-03253,2026-03-30,UNKNOWN,seattlegoodwill,5623409000001937048,56.20,56.20,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
04-14443-92724,2026-03-30,UNKNOWN,2nd_hand_trends,5623409000001937034,75.89,75.89,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
06-14420-86406,2026-03-25,UNKNOWN,amya575,5623409000001926226,11.45,11.45,0.00,0.00,0.00,0.00,1,5623409000002742898,06-14420-86406,overdue,6.00,0.00,,6.00,-5.45,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 5.45 (partial receive/billing or vendor credit)
11-14420-63469,2026-03-27,UNKNOWN,bargain_thrift_finds,5623409000001923136,50.34,50.34,0.00,0.00,0.00,0.00,1,5623409000002749840,11-14420-63469,overdue,42.24,0.00,,42.24,-8.10,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 8.10 (partial receive/billing or vendor credit)
10-14421-93564,2026-03-27,UNKNOWN,idealusa,5623409000001924119,74.99,74.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
25-14402-28028,2026-03-27,UNKNOWN,niceday1331_4,5623409000001926178,70.00,70.00,0.00,0.00,0.00,0.00,1,5623409000002755415,25-14402-28028,overdue,60.00,0.00,,60.00,-10.00,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 10.00 (partial receive/billing or vendor credit)
#1128056914,2026-03-24,UNKNOWN,B&H Photo,5623409000001923095,180.00,180.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
#HSGL11604,2026-03-22,UNKNOWN,Hypershell Global,5623409000001925367,999.00,999.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
B003964009,2026-03-16,UNKNOWN,Bose Corporation,5623409000001922091,1073.00,1073.00,0.00,0.00,0.00,0.00,1,5623409000002755434,B003964009,overdue,996.00,0.00,,996.00,-77.00,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 77.00 (partial receive/billing or vendor credit)
61374054,2026-03-23,UNKNOWN,Goodwill,5623409000001926064,52.48,52.48,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
LCPU-ANHVU-03.27.26,2026-03-27,UNKNOWN,LCPU,5623409000001925301,290.00,290.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
07-14426-14921,2026-03-27,UNKNOWN,burjameburde,5623409000001927047,431.86,431.86,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
20-14415-60701,2026-03-29,UNKNOWN,powerupflip,5623409000001924037,237.82,237.82,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
05-14436-87370,2026-03-29,UNKNOWN,padissestate,5623409000001924023,271.86,271.86,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
13-14429-42940,2026-03-30,UNKNOWN,swanson300,5623409000001925198,435.77,435.77,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
112-9009353-5009025,2026-03-27,UNKNOWN,Amazon.com,5623409000001923023,398.00,398.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
112-3457145-4417816,2026-03-27,UNKNOWN,Amazon.com,5623409000001924009,398.00,398.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
14-14424-44528,2026-03-29,UNKNOWN,tempohead,5623409000001926035,60.72,60.72,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
22-14412-98697,2026-03-29,UNKNOWN,calpicks,5623409000001922049,77.57,77.57,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
27-14401-73521,2026-03-28,UNKNOWN,intermountainthrift,5623409000001926021,110.00,110.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
21-14409-93252,2026-03-28,UNKNOWN,intermountainthrift,5623409000001925170,75.00,75.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
11-14424-73528,2026-03-28,UNKNOWN,silasdeanepawnshop,5623409000001925156,72.98,72.98,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
8209438246008387,2026-03-19,UNKNOWN,Computer Server Accessories Store,5623409000001926005,455.05,455.05,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
8210475010048387,2026-03-25,UNKNOWN,Computer Server Accessories Store,5623409000001893009,667.71,667.71,0.00,0.00,0.00,0.00,1,5623409000002675180,8210475010048387,overdue,626.16,41.55,Shipping Fee + Tax + Handling Fee,667.71,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=41.55"
61358279,2026-03-22,UNKNOWN,Goodwill,5623409000001890003,42.72,42.72,0.00,0.00,0.00,0.00,1,5623409000002429569,61358279,overdue,26.26,0.00,,26.26,-16.46,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 16.46 (partial receive/billing or vendor credit)
61359862,2026-03-22,UNKNOWN,Goodwill,5623409000001892001,30.14,30.14,0.00,0.00,0.00,0.00,1,5623409000002430367,61359862,overdue,19.99,0.00,,19.99,-10.15,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 10.15 (partial receive/billing or vendor credit)
24-14412-25088,2026-03-26,UNKNOWN,ly93606027,5623409000001883802,76.73,76.73,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
27-14393-27554,2026-03-26,UNKNOWN,wvngskii,5623409000001883689,77.50,77.50,0.00,0.00,0.00,0.00,1,5623409000002748835,27-14393-27554,overdue,59.50,0.00,,59.50,-18.00,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 18.00 (partial receive/billing or vendor credit)
19-14404-74995,2026-03-26,UNKNOWN,thatcher-co-resale,5623409000001883562,442.74,442.74,0.00,0.00,0.00,0.00,1,5623409000002742932,19-14404-74995,overdue,424.99,0.00,,424.99,-17.75,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 17.75 (partial receive/billing or vendor credit)
17-14378-89498,2026-03-20,UNKNOWN,bibbidibobbidibuys55,5623409000001883322,30.50,30.50,0.00,0.00,0.00,0.00,1,5623409000002432057,17-14378-89498,overdue,10.50,0.00,,10.50,-20.00,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 20.00 (partial receive/billing or vendor credit)
26-14388-63786,2026-03-25,UNKNOWN,midwest_deals_4_you,5623409000001883217,73.98,73.98,0.00,0.00,0.00,0.00,1,5623409000002756129,26-14388-63786,overdue,64.99,0.00,,64.99,-8.99,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 8.99 (partial receive/billing or vendor credit)
20-14395-61240,2026-03-24,UNKNOWN,josbrou_81,5623409000001883104,304.97,304.97,0.00,0.00,0.00,0.00,1,5623409000002742957,20-14395-61240,overdue,274.95,0.00,,274.95,-30.02,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 30.02 (partial receive/billing or vendor credit)
23-14390-82154,2026-03-24,UNKNOWN,macmotorman,5623409000001879991,49.99,49.99,0.00,0.00,0.00,0.00,1,5623409000002756163,23-14390-82154,overdue,44.99,0.00,,44.99,-5.00,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 5.00 (partial receive/billing or vendor credit)
20-14394-60511,2026-03-24,UNKNOWN,goodwillsocalshop,5623409000001879870,57.99,57.99,0.00,0.00,0.00,0.00,1,5623409000002755459,20-14394-60511,overdue,49.99,0.00,,49.99,-8.00,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 8.00 (partial receive/billing or vendor credit)
02-14420-70144,2026-03-24,UNKNOWN,thegridgoodwill,5623409000001879757,73.99,73.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
26-14385-58520,2026-03-24,UNKNOWN,lska.310,5623409000001879563,81.65,81.65,0.00,0.00,0.00,0.00,1,5623409000002755478,26-14385-58520,overdue,75.50,0.00,,75.50,-6.15,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 6.15 (partial receive/billing or vendor credit)
61013012,2026-03-06,UNKNOWN,Goodwill,5623409000001877809,41.84,41.84,0.00,0.00,0.00,0.00,1,5623409000002424878,61013012,overdue,21.00,0.00,,21.00,-20.84,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 20.84 (partial receive/billing or vendor credit)
61068052,2026-03-09,UNKNOWN,Goodwill,5623409000001877793,87.32,87.32,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
61075824,2026-03-10,UNKNOWN,Goodwill,5623409000001882103,37.03,37.03,0.00,0.00,0.00,0.00,1,5623409000002430215,61075824,overdue,18.00,0.00,,18.00,-19.03,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 19.03 (partial receive/billing or vendor credit)
61076252,2026-03-10,UNKNOWN,Goodwill,5623409000001880316,38.32,38.32,0.00,0.00,0.00,0.00,1,5623409000002423825,61076252,overdue,14.99,0.00,,14.99,-23.33,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 23.33 (partial receive/billing or vendor credit)
61099487,2026-03-11,UNKNOWN,Goodwill,5623409000001880302,32.25,32.25,0.00,0.00,0.00,0.00,1,5623409000002432019,61099487,overdue,11.99,0.00,,11.99,-20.26,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 20.26 (partial receive/billing or vendor credit)
61148808,2026-03-13,UNKNOWN,Goodwill,5623409000001881156,121.77,121.77,0.00,0.00,0.00,0.00,1,5623409000002430278,61148808,overdue,113.00,0.00,,113.00,-8.77,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 8.77 (partial receive/billing or vendor credit)
61266363,2026-03-18,UNKNOWN,Goodwill,5623409000001878662,49.73,49.73,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
15-14376-14264,2026-03-18,UNKNOWN,goodwillsocalshop,5623409000001877779,194.00,194.00,0.00,0.00,0.00,0.00,1,5623409000002742991,15-14376-14264,overdue,186.00,0.00,,186.00,-8.00,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 8.00 (partial receive/billing or vendor credit)
20-14368-70630,2026-03-18,UNKNOWN,goodwillvsb,5623409000001879535,43.67,43.67,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
09-14383-47974,2026-03-18,UNKNOWN,pdx_ba93,5623409000001881136,164.99,164.99,0.00,0.00,0.00,0.00,1,5623409000002747854,09-14383-47974,overdue,127.49,0.00,,127.49,-37.50,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 37.50 (partial receive/billing or vendor credit)
11-14386-73982,2026-03-19,UNKNOWN,golfballgirl22,5623409000001877735,183.50,183.50,0.00,0.00,0.00,0.00,1,5623409000002749942,11-14386-73982,overdue,163.50,0.00,,163.50,-20.00,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 20.00 (partial receive/billing or vendor credit)
20-14372-03452,2026-03-19,UNKNOWN,kwmstuf,5623409000001881122,62.00,62.00,0.00,0.00,0.00,0.00,1,5623409000002748923,20-14372-03452,overdue,44.00,0.00,,44.00,-18.00,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 18.00 (partial receive/billing or vendor credit)
24-14381-05943,2026-03-19,UNKNOWN,yesia9,5623409000001881108,82.05,82.05,0.00,0.00,0.00,0.00,1,5623409000002755527,24-14381-05943,overdue,70.00,0.00,,70.00,-12.05,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 12.05 (partial receive/billing or vendor credit)
26-14368-97774,2026-03-20,UNKNOWN,route52shop,5623409000001877721,81.30,81.30,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-14378-04432,2026-03-20,UNKNOWN,koutashdbz,5623409000001880244,386.84,386.84,0.00,0.00,0.00,0.00,1,5623409000002749993,19-14378-04432,overdue,349.00,0.00,,349.00,-37.84,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 37.84 (partial receive/billing or vendor credit)
08-14393-65557,2026-03-20,UNKNOWN,crasslamb,5623409000001880230,83.55,83.55,0.00,0.00,0.00,0.00,1,5623409000002756231,08-14393-65557,overdue,66.00,0.00,,66.00,-17.55,UNDERBILLED_PARTIAL,Bill total is lower than PO total by 17.55 (partial receive/billing or vendor credit)
